"Scenario_1","Scenario_2","Scenario_3","Scenario_4","Scenario_5","Scenario_6","Scenario_7","Scenario_8","Scenario_9","Scenario_10","Date"
132.244164625101,173.726781637475,172.887255062,97.7797077749854,118.412336716797,119.768389653957,111.300469495089,125.710865424681,115.583420153895,162.091146957324,2024-10-01 23:00:00
121.898081893536,168.997164468645,171.246249918498,91.3481298603099,109.584832853537,120.608918245236,103.022674895506,135.437303162812,109.031564185776,152.62117675426,2024-10-02 00:00:00
105.472077051443,150.493980162508,168.83474255478,73.389224006261,103.502001275825,115.916162995982,83.6562909684391,131.340223381827,108.924494907612,157.097242792782,2024-10-02 01:00:00
112.31125382958,165.432312936948,166.523196263228,60.397527390128,114.419679924543,116.962703753423,75.9127386250415,138.899384286564,87.6008413002969,164.106195071485,2024-10-02 02:00:00
112.284587943245,160.374068401379,169.426331191234,66.7613745278212,123.073571273525,96.5159443179813,70.3177842567575,135.925418745756,71.575852503973,158.970633331524,2024-10-02 03:00:00
101.522126579649,171.318810273385,169.696028882469,59.1387667511987,113.539376389723,94.8473635617244,66.9292620044881,130.619929873076,76.7143246088934,167.477568318479,2024-10-02 04:00:00
115.246199739384,176.727555620809,164.393573566005,63.1607156533067,104.339195896301,92.3930019188344,79.3384750868408,130.776538866234,81.2557681621087,180.22883905143,2024-10-02 05:00:00
124.951130655395,189.141826851604,164.619424986322,71.5045711165756,117.22820238963,105.697503172718,87.9375242364675,137.516328863502,79.003262350018,187.111729113014,2024-10-02 06:00:00
133.219387579826,199.947510717894,165.036735197409,81.8700660295049,134.363893648289,124.138420278124,98.8422276312537,149.223532529491,103.934205502621,201.864700480964,2024-10-02 07:00:00
141.329090057075,203.591922733601,162.61755337746,84.0066800396735,136.498088352553,114.474859801285,108.232004458418,155.638087575905,113.022273552982,200.434515461241,2024-10-02 08:00:00
129.430836278898,192.662072443113,145.741536414309,63.1996216923983,120.392340636213,100.130802196144,106.969115771602,141.490532713265,88.2298667519647,195.191672948695,2024-10-02 09:00:00
121.87301249511,181.242651691466,121.954056444888,41.1752919113378,88.0080656967505,77.0600842925599,90.667888507473,117.102415074473,70.3658876203029,181.205101637437,2024-10-02 10:00:00
120.221865530533,176.120702382004,102.583562762951,37.5363773569322,72.1438407911618,68.4349248041171,86.6282972537502,107.320577866139,62.8937929154196,174.720907014326,2024-10-02 11:00:00
120.599743214025,175.713769048258,107.527992943696,24.3034156581473,68.1961379133911,67.8651583368921,83.1165655548196,108.096168797788,50.3544276335754,173.03951009059,2024-10-02 12:00:00
119.019884002689,175.484440810278,104.60751524489,-18.2718257023013,63.0300394838819,69.6297466879435,80.6850124017498,114.163147075049,43.3381055309777,172.977007127669,2024-10-02 13:00:00
113.915044676947,161.884686554764,86.2949009238722,-26.8825319422428,47.0394554412606,57.6857580667745,62.7411566350151,115.243748794701,40.9933444645884,181.211420800424,2024-10-02 14:00:00
111.986812826326,159.203085993545,83.5010302939298,-21.674220318301,55.4098072175973,53.8966176875639,47.009903772218,116.212777994619,39.3190935843005,174.432823470853,2024-10-02 15:00:00
109.395032738898,164.871443884903,97.9091924089368,35.7267665187643,72.6823014126875,54.6202386733786,46.6349770413959,124.747294131894,47.1459348739355,172.459083287102,2024-10-02 16:00:00
111.401705436024,173.881141417439,112.928014068274,44.3233227165714,71.9538352093159,78.3223547497906,42.822066941175,137.54417080441,63.8385536417018,179.575757994406,2024-10-02 17:00:00
118.066465267305,188.794611710555,131.397880093288,64.519498537056,90.447206527166,84.487153411336,52.169018151042,148.064695390116,97.0838059953294,192.534241445513,2024-10-02 18:00:00
154.715113953754,200.428287888541,162.206234802901,104.160096305614,121.842305864371,116.607327471269,85.2521219477098,168.951560797133,127.791163309671,226.388726157922,2024-10-02 19:00:00
180.118186102533,219.448112359603,175.7248780666,137.392505528563,146.454342552304,147.78624259139,117.497172601758,190.438317380625,151.832918884929,237.238751311088,2024-10-02 20:00:00
176.386660468445,228.603625648245,183.393929356049,136.494054122157,144.06402471834,133.591507534204,115.269392720728,191.013277220112,162.218882664393,244.245176255026,2024-10-02 21:00:00
153.864601429911,221.887663622631,163.188026398308,118.354060726485,118.25388574458,114.597728553456,89.8039517063633,173.678583083313,143.492939362323,236.110641132089,2024-10-02 22:00:00
144.441661534516,217.658643946688,158.24846449819,110.590702396821,115.166837718844,107.239637270927,81.3341830792092,168.686994914881,142.271001507314,238.677788526531,2024-10-02 23:00:00
142.942323399611,211.244939634678,167.782604855792,96.4212614303437,93.653675012128,102.873263700258,81.0263401601583,158.256160196155,149.933908674663,228.332684187679,2024-10-03 00:00:00
136.701947008744,212.60346751415,171.530783883293,94.8501072104433,79.5938336111448,97.8538124758836,73.50526522608,156.803543034661,146.923633999597,228.08818878325,2024-10-03 01:00:00
139.079492036839,206.594544466474,174.147275600781,91.3214279510166,88.2966687876396,101.726637186495,68.9145522716738,161.081896329076,147.076893868902,226.758155162669,2024-10-03 02:00:00
137.893934280444,200.89222733636,167.659676457835,93.6293896084634,74.9310177694805,102.72566422349,59.8147035333936,158.992269079999,142.962670667736,215.494598163504,2024-10-03 03:00:00
133.922786087981,204.772772071893,161.584577947671,86.1635460595651,57.0895910244,105.555721783181,64.4309376302317,166.969829939741,137.247783629842,211.79575607892,2024-10-03 04:00:00
147.426213550404,198.248490272704,174.089061719174,101.799445283572,53.0443967576981,106.291601634249,80.2138174046349,167.503909564287,146.331324075674,210.095731618658,2024-10-03 05:00:00
152.203840429925,205.307428424191,171.036313533044,113.561133685225,59.9358452369002,110.065009138794,87.7189255741827,175.182649761716,153.321124333303,222.335463478364,2024-10-03 06:00:00
170.173877247651,224.616666318642,178.497278645517,121.767534888174,62.0447611114426,121.624790638347,124.03532991708,187.632937120019,163.852125261165,229.29131306625,2024-10-03 07:00:00
165.32526440253,227.148798765417,185.773482637813,129.740438614437,71.4463780345165,121.132470106339,128.674561663179,195.716156048349,177.85918724179,234.873820295416,2024-10-03 08:00:00
153.416278157351,213.8059429993,176.866878096423,103.715881245679,32.8660697562537,104.955586685121,134.02100912235,184.408717662986,151.926498518775,227.618725966663,2024-10-03 09:00:00
143.703908230479,205.941933511301,169.996753853373,84.8625815020497,-32.5651216401369,79.3367629388813,120.439385587219,167.691942222615,137.247465145398,212.126367247233,2024-10-03 10:00:00
139.175384062917,199.654129613121,161.107852518769,88.4894709480075,-49.2811192316785,76.2071230690709,99.5405113944457,164.526297574489,130.738730800375,210.148222114841,2024-10-03 11:00:00
139.554299536636,200.550305933927,154.702547250417,81.1796339139689,-49.5560264464212,61.6793846722195,82.7895400221594,163.725201376919,123.61456243919,209.983160172677,2024-10-03 12:00:00
134.673313268074,205.203748098466,151.708389515145,83.1957248975086,-53.4129741741667,41.5682672520855,72.2086865426045,165.251252897391,122.353231945584,203.423308070295,2024-10-03 13:00:00
129.799210918832,201.44537315677,141.345139198525,78.0908343582483,-60.9844869588737,38.03418249635,80.6296724099062,168.664919260279,133.521405336362,207.576162452308,2024-10-03 14:00:00
121.74523678945,193.612891638306,143.299754644048,53.2205077396812,-42.4007774377421,38.2645001003593,90.4622191230944,171.621747826034,117.388030242483,204.96389797775,2024-10-03 15:00:00
114.832916359161,188.538196899623,154.67922325647,50.6089746044556,-27.419342273846,53.6169249935032,96.0414096301931,174.474796420471,123.848144835807,203.933116033023,2024-10-03 16:00:00
121.225928709935,191.010909837718,174.807424619045,62.5845247110978,7.36284166217919,74.9769223237559,103.061556313019,179.440280600546,127.519028978453,204.779523067407,2024-10-03 17:00:00
136.543882922778,206.513816090803,189.727118692947,93.5749930548865,49.3499150280359,91.7069226025,111.875178248372,196.721905630135,148.031494098638,213.776492040318,2024-10-03 18:00:00
161.993622328955,214.054546536964,205.793275188205,118.870068072005,89.6305663673279,124.415210069337,132.489676846853,216.152875216584,168.886949706673,230.032193839049,2024-10-03 19:00:00
