"Scenario_1","Scenario_2","Scenario_3","Scenario_4","Scenario_5","Scenario_6","Scenario_7","Scenario_8","Scenario_9","Scenario_10","Scenario_11","Scenario_12","Scenario_13","Scenario_14","Scenario_15","Scenario_16","Scenario_17","Scenario_18","Scenario_19","Scenario_20","Date"
307.052821852802,516.82221981233,596.439508088122,-242.338732187699,129.562673803585,-285.936722682236,-60.7181804903285,362.919413117187,125.535368940169,82.1929124919986,489.730513119565,260.878880013502,125.012209193106,-257.200788538928,456.532694964134,447.720583704221,-222.943554664234,-595.950565775382,426.604847125432,334.075548261906,2024-10-27 15:00:00
301.327842877088,523.142651048489,596.372701196793,-238.923912050396,121.288128357266,-290.275410497173,-61.2782624863248,366.324268521309,122.583445275246,81.7605748515644,491.342211870521,255.506172200979,111.781364464211,-247.30219792361,460.336689747309,447.820623883635,-221.323927272451,-598.661146461981,427.084344562317,330.094975817622,2024-10-27 16:00:00
304.329272374859,525.217175982331,598.886892400921,-241.251818306697,128.854882544643,-281.722035458023,-9.53571036859806,374.099524033588,130.638452134985,88.1224127624375,493.753314306604,253.580276082794,119.259150454417,-246.327419958715,463.548645794882,447.218091256057,-211.87580432625,-603.541043119059,428.623289741683,334.652799512619,2024-10-27 17:00:00
314.059552678816,535.624904939419,603.422612033109,-236.739947505834,135.628857166395,-270.411428718234,51.9234871699589,384.507762627303,135.937969771232,99.0455792532165,504.541661035899,263.081148453861,117.954318054711,-236.996564676774,471.124014577669,454.999331446082,-206.31306562276,-601.093926385996,436.225888472833,343.245460969152,2024-10-27 18:00:00
332.149274093198,549.346942577165,615.585903863503,-209.871543859599,166.527457252078,-258.934671728283,97.8582816369214,393.742380604501,169.088780671163,131.862549823863,516.774184590829,280.586678930535,140.70170882254,-220.081972980429,483.667224802497,465.954014829569,-195.406667653483,-594.005836812417,453.603602523691,356.53494529226,2024-10-27 19:00:00
346.748433443445,554.175015454713,626.004426398255,-192.18023199856,182.330873278835,-249.837865258248,104.658951421299,412.485188875633,189.026943121815,165.329356332719,533.16419755931,292.971876406601,170.710597661849,-204.369835038159,494.039879439309,473.097908048704,-181.810584938526,-586.255296098808,467.952848927602,375.056570054103,2024-10-27 20:00:00
351.294600948762,558.898258514102,622.227236694543,-192.737079076654,167.456471642905,-246.376873344269,109.075679005584,413.663625221934,172.0134195304,166.593728331045,534.296878858107,299.332521226326,177.524298225618,-198.581079600491,486.934014282167,477.830040951121,-167.941527689671,-586.294937188164,474.472197861472,375.309791198875,2024-10-27 21:00:00
337.488764644289,553.78849524327,607.946565537314,-209.963765402386,153.159484162569,-266.272599862456,67.2428786335576,405.457975521084,153.385291653259,146.641746872505,516.387040079478,288.48360643666,166.006710431727,-213.185077445975,473.651236997977,472.416200263168,-188.653788815022,-596.554222103534,459.287852823204,370.611209234996,2024-10-27 22:00:00
331.909275810875,553.202577610875,606.332630726666,-211.518155210133,141.750910585834,-271.908317659751,58.0022229185786,400.752407915597,148.789085997402,142.562557097661,516.297434465511,287.071207556673,156.795228523618,-219.130029649286,476.658906539689,472.038444831904,-203.855418759407,-599.486788658728,460.425862362674,374.332439938019,2024-10-27 23:00:00
332.251741414942,552.181300677347,601.298029708341,-215.412695869933,120.135255321543,-270.804603480833,67.7778877929451,401.158582852132,135.567380122111,144.581706940253,518.133159495706,291.837286278432,149.635770735745,-235.811703281202,469.311001074417,467.442002060733,-199.656013565523,-607.079577081102,455.7015256595,378.52491035902,2024-10-28 00:00:00
